timestamp,frame_number,class_label,confidence,severity,risk_score,bbox_x1,bbox_y1,bbox_x2,bbox_y2,center_x,center_y,vehicle_count
2026-07-09 16:28:54,70,Accident,0.8788,Medium,51.1,631,296,810,416,720,356,0
2026-07-09 16:29:05,72,Accident,0.8934,Medium,51.6,639,302,822,414,730,358,0
2026-07-09 16:29:11,74,Accident,0.8926,Medium,51.5,639,302,821,414,730,358,0
2026-07-09 16:29:18,76,Accident,0.8773,Medium,51.1,644,307,836,420,740,363,0
2026-07-09 16:29:24,78,Accident,0.8783,Medium,51.3,644,309,848,421,746,365,0
2026-07-09 16:29:31,80,Accident,0.8589,Medium,50.7,646,310,856,422,751,366,0
2026-07-09 16:29:38,82,Accident,0.8534,Medium,50.6,647,308,860,422,753,365,0
2026-07-09 16:29:44,84,Accident,0.8926,Medium,52.3,647,308,867,422,757,365,0
2026-07-09 16:29:51,86,Accident,0.8996,Medium,52.6,646,308,869,422,757,365,0
2026-07-09 16:29:58,88,Accident,0.8959,Medium,52.6,648,307,870,424,759,365,0
2026-07-09 16:30:03,90,Accident,0.8941,Medium,52.4,650,307,870,424,760,365,0
2026-07-09 16:30:09,92,Accident,0.8935,Medium,52.4,651,308,870,424,760,366,0
2026-07-09 16:30:11,94,Accident,0.8884,Medium,52.1,654,306,871,421,762,363,0
2026-07-09 16:30:13,96,Accident,0.8905,Medium,52.2,655,303,870,421,762,362,0
