timestamp,frame_number,class_label,confidence,severity,risk_score,bbox_x1,bbox_y1,bbox_x2,bbox_y2,center_x,center_y,vehicle_count
2026-07-09 15:07:32,30,Accident,0.7961,Medium,49.3,451,196,635,362,543,279,0
2026-07-09 15:07:37,38,Accident,0.7983,Medium,51.3,493,230,712,422,602,326,0
2026-07-09 15:07:44,66,Accident,0.8652,Medium,50.6,622,290,804,407,713,348,0
2026-07-09 15:07:49,68,Accident,0.878,Medium,51.1,627,293,809,412,718,352,0
2026-07-09 15:07:53,70,Accident,0.8788,Medium,51.1,631,296,810,416,720,356,0
2026-07-09 15:07:57,72,Accident,0.8934,Medium,51.6,639,302,822,414,730,358,0
2026-07-09 15:08:01,74,Accident,0.8926,Medium,51.5,639,302,821,414,730,358,0
2026-07-09 15:08:05,76,Accident,0.8773,Medium,51.1,644,307,836,420,740,363,0
2026-07-09 15:08:09,78,Accident,0.8783,Medium,51.3,644,309,848,421,746,365,0
2026-07-09 15:08:13,80,Accident,0.8589,Medium,50.7,646,310,856,422,751,366,0
2026-07-09 15:08:17,82,Accident,0.8534,Medium,50.6,647,308,860,422,753,365,0
2026-07-09 15:08:21,84,Accident,0.8926,Medium,52.3,647,308,867,422,757,365,0
2026-07-09 15:08:25,86,Accident,0.8996,Medium,52.6,646,308,869,422,757,365,0
2026-07-09 15:08:29,88,Accident,0.8959,Medium,52.6,648,307,870,424,759,365,0
2026-07-09 15:08:34,90,Accident,0.8941,Medium,52.4,650,307,870,424,760,365,0
2026-07-09 15:08:38,92,Accident,0.8935,Medium,52.4,651,308,870,424,760,366,0
2026-07-09 15:08:42,94,Accident,0.8884,Medium,52.1,654,306,871,421,762,363,0
2026-07-09 15:08:46,96,Accident,0.8905,Medium,52.2,655,303,870,421,762,362,0
