timestamp,frame_number,class_label,confidence,severity,risk_score,bbox_x1,bbox_y1,bbox_x2,bbox_y2,center_x,center_y,vehicle_count
2026-07-10 10:33:25,8,Accident,0.9071,Medium,54.3,336,175,533,347,434,261,0
2026-07-10 10:33:30,10,Accident,0.9515,Medium,56.5,343,170,540,355,441,262,0
2026-07-10 10:33:35,12,Accident,0.9336,Medium,56.1,352,175,551,368,451,271,0
2026-07-10 10:33:40,14,Accident,0.9334,Medium,56.1,352,175,551,368,451,271,0
2026-07-10 10:33:45,16,Accident,0.9417,Medium,56.8,362,175,558,383,460,279,0
2026-07-10 10:33:51,18,Accident,0.9411,Medium,57.0,368,176,564,392,466,284,0
2026-07-10 10:33:56,20,Accident,0.9215,Medium,56.6,372,178,572,401,472,289,0
2026-07-10 10:34:01,22,Accident,0.8462,Medium,54.2,382,184,591,416,486,300,0
2026-07-10 10:34:06,24,Accident,0.8547,Medium,54.8,387,185,596,425,491,305,0
2026-07-10 10:34:10,26,Accident,0.7,Medium,46.0,792,140,998,305,895,222,0
2026-07-10 10:34:18,36,Accident,0.7262,Medium,49.2,851,163,1107,348,979,255,0
2026-07-10 10:34:25,46,Accident,0.8461,Medium,64.6,968,106,1309,436,1138,271,0
2026-07-10 10:34:35,66,Accident,0.9232,Medium,62.4,785,122,1090,383,937,252,0
2026-07-10 10:34:40,68,Accident,0.913,Medium,62.8,801,132,1114,404,957,268,0
2026-07-10 10:34:45,70,Accident,0.8726,Medium,61.2,808,148,1129,413,968,280,0
